"","fund_name","fund_extended_name","category","fund_family","net_assets","ytd_return","fund_yield","morningstar_rating","inception_date","investment","size","currency","net_annual_expense_ratio_fund","net_annual_expense_ratio_category","portfolio_cash","portfolio_stocks","portfolio_bonds","portfolio_others","portfolio_preferred","portfolio_convertable","price_earnings","price_book","price_sales","price_cashflow","median_market_cap","basic_materials","consumer_cyclical","financial_services","real_estate","consumer_defensive","healthcare","utilities","communication_services","energy","industrials","technology","bond_maturity","bond_duration","rating_us_government","rating_aaa","rating_aa","rating_a","rating_bbb","rating_bb","rating_b","rating_below_b","rating_others","morningstar_return_rating","fund_return_ytd","category_return_ytd","fund_return_1month","category_return_1month","fund_return_3months","category_return_3months","fund_return_1year","category_return_1year","fund_return_3years","category_return_3years","fund_return_5years","category_return_5years","fund_return_10years","category_return_10years","fund_return_2018","category_return_2018","fund_return_2017","category_return_2017","fund_return_2016","category_return_2016","fund_return_2015","category_return_2015","fund_return_2014","category_return_2014","fund_return_2013","category_return_2013","fund_return_2012","category_return_2012","fund_return_2011","category_return_2011","fund_return_2010","category_return_2010","morningstar_risk_rating","years_up","years_down","fund_alpha_3years","category_alpha_3years","fund_alpha_5years","category_alpha_5years","fund_alpha_10years","category_alpha_10years","fund_beta_3years","category_beta_3years","fund_beta_5years","category_beta_5years","fund_beta_10years","category_beta_10years","fund_mean_annual_return_3years","category_mean_annual_return_3years","fund_mean_annual_return_5years","category_mean_annual_return_5years","fund_mean_annual_return_10years","category_mean_annual_return_10years","fund_r_squared_3years","category_r_squared_3years","fund_r_squared_5years","category_r_squared_5years","fund_r_squared_10years","category_r_squared_10years","fund_standard_deviation_3years","category_standard_deviation_3years","fund_standard_deviation_5years","category_standard_deviation_5years","fund_standard_deviation_10years","category_standard_deviation_10years","fund_sharpe_ratio_3years","category_sharpe_ratio_3years","fund_sharpe_ratio_5years","category_sharpe_ratio_5years","fund_sharpe_ratio_10years","category_sharpe_ratio_10years","fund_treynor_ratio_3years","category_treynor_ratio_3years","fund_treynor_ratio_5years","category_treynor_ratio_5years","fund_treynor_ratio_10years","category_treynor_ratio_10years","NumOfSector","highest"
"1004","VCCAX","VALIC Company II Capital Appreciation Fund","Large Growth","VALIC",105610000,14.2,0.41,3,1998-09-20,"Growth","Large","USD",0.85,1.06,1.41,98.59,0,0,0,0,"18.31",4.94,"2.37","10.08","71,028.69",2.07,16.08,15.44,3.08,5.39,12.61,0,2.02,2.2,8.38,32.74,NA,NA,0,0,0,0,0,0,0,0,0,3,14.2,15.67,1.3,2.12,14.2,15.67,13.9,10.71,14.06,15.35,10.53,11.26,15.31,15.94,1.03,-2.09,23.73,27.67,2.05,3.23,5.8,3.6,8.6,10,36.08,33.92,17.95,15.34,-1.89,-2.46,14.35,15.53,3,15,5,-0.15,0.01,-0.76,0,-0.71,-0.01,1.07,0.01,1.06,0.01,1.02,0.01,1.16,0.01,0.9,0.01,1.27,0.01,87.26,0.84,89.82,0.86,89.68,0.88,12.28,0.13,12.46,0.13,13.67,0.14,1.03,0.01,0.8,0.01,1.08,0.01,"11.96",0.13,"9.22",0.1,"14.57",0.15,10,"technology"
"1005","VCGRX","Virtus KAR Capital Growth Fund Class R6","Large Growth","Virtus",512700000,23.53,0,3,2018-01-29,"Growth","Large","USD",0.78,1.06,0.58,98.12,0,1.3,0,0,"22.49",5.71,"4.71","19.08","68,320.96",2.51,31.58,13.4,1.76,3.22,8.18,0,0,2.97,6.6,29.79,NA,NA,0,0,0,0,0,0,0,0,0,3,23.53,15.67,2.81,2.12,23.53,15.67,8.78,10.71,16.14,15.35,13.41,11.26,15.51,15.94,NA,-2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,-0.11,0.01,0.52,0,-2.49,-0.01,1.24,0.01,1.21,0.01,1.17,0.01,1.35,0.01,1.14,0.01,1.31,0.01,79.49,0.84,84.38,0.86,87.39,0.88,15.02,0.13,14.79,0.13,15.88,0.14,0.99,0.01,0.87,0.01,0.96,0.01,"11.92",0.13,"10.38",0.1,"12.88",0.15,9,"consumer_cyclical"
"1006","VCNIX","VALIC Company I Nasdaq-100 Index Fund","Large Growth","VALIC",522730000,16.78,0.41,5,2000-10-01,"Growth","Large","USD",0.53,1.06,6.49,93.42,0.09,0,0,0,"19.03",5.03,"3.06","11.81","175,722.14",0,18.38,1.8,0,6.46,8.58,0.37,4.36,0,4.25,55.79,NA,NA,0,0,0,0,0,0,0,0,0,5,16.78,15.67,3.95,2.12,16.78,15.67,12.71,10.71,18.75,15.35,16.21,11.26,20.33,15.94,-0.63,-2.09,32.29,27.67,6.77,3.23,9.19,3.6,18.69,10,36.23,33.92,17.94,15.34,2.96,-2.46,19.72,15.53,4,14,4,3.52,0.01,3.5,0,2.59,-0.01,1.12,0.01,1.16,0.01,1.1,0.01,1.52,0.01,1.34,0.01,1.65,0.01,74.66,0.84,82.45,0.86,83.7,0.88,13.9,0.13,14.23,0.13,15.28,0.14,1.22,0.01,1.08,0.01,1.26,0.01,"15.61",0.13,"13.33",0.1,"18.05",0.15,8,"technology"
"1007","VCULX","VALIC Company I Growth Fund","Large Growth","VALIC",1.13e+09,15.77,0.41,3,2005-12-04,"Growth","Large","USD",0.74,1.06,1.94,98.06,0,0,0,0,"21.85",5.08,"2.76","13.69","105,553",1.33,19.02,11.96,0.46,5.69,15.14,0,0.78,1.86,9.36,34.39,NA,NA,0,0,0,0,0,0,0,0,0,3,15.77,15.67,2.28,2.12,15.77,15.67,9.91,10.71,15.76,15.35,11.6,11.26,16,15.94,-2.77,-2.09,30.23,27.67,4.79,3.23,3.08,3.6,10.73,10,31.1,33.92,14.92,15.34,-0.62,-2.46,18.24,15.53,2,9,4,1.33,0.01,0.32,0,-0.36,-0.01,1.07,0.01,1.04,0.01,1.04,0.01,1.29,0.01,0.98,0.01,1.32,0.01,87.48,0.84,90.62,0.86,93.45,0.88,12.27,0.13,12.26,0.13,13.6,0.14,1.15,0.01,0.9,0.01,1.13,0.01,"13.54",0.13,"10.36",0.1,"15.01",0.15,10,"technology"
"1008","VDEQX","Vanguard Diversified Equity Fund Investor Shares","Large Growth","Vanguard",1.74e+09,14.71,1.03,3,2005-06-09,"Growth","Large","USD",0.36,1.06,3.24,96.51,0,0.25,0,0,"14.08",2.55,"1.69","11.1","41,283.15",2.91,13.15,16.07,1.97,5.52,14.97,1.53,2.43,6.04,10.71,24.71,NA,NA,0,0,0,0,0,0,0,0,0,3,14.71,15.67,0.82,2.12,14.71,15.67,7.54,10.71,13.52,15.35,9.65,11.26,15.72,15.94,-5.39,-2.09,22.7,27.67,8.47,3.23,0.73,3.6,11.08,10,35.37,33.92,17.48,15.34,-1.01,-2.46,16.12,15.53,3,10,3,-0.79,0.01,-1.71,0,-1.34,-0.01,1.08,0.01,1.06,0.01,1.09,0.01,1.12,0.01,0.83,0.01,1.31,0.01,96.99,0.84,96.56,0.86,97.46,0.88,11.72,0.13,12.13,0.13,13.98,0.14,1.03,0.01,0.76,0.01,1.09,0.01,"11.37",0.13,"8.3",0.1,"14.04",0.15,11,"technology"
"1009","VFGAX","Victory NewBridge Large Cap Growth Fund Class A","Large Growth","Victory",18960000,16.7,0,2,2003-12-30,"Growth","Large","USD",1.36,1.06,2.76,97.24,0,0,0,0,"28.69",6.65,"4.5","19.85","75,828.68",0,23.94,15.7,0,2.64,22.95,0,0,0,4.51,30.25,NA,NA,0,0,0,0,0,0,0,0,0,2,16.7,15.67,2.17,2.12,16.7,15.67,8.58,10.71,13.07,15.35,9.91,11.26,14.11,15.94,-1.02,-2.09,24.87,27.67,-3.9,3.23,6.77,3.6,6.47,10,32.7,33.92,13.5,15.34,-6.01,-2.46,20.89,15.53,4,11,4,-1.89,0.01,-1.59,0,-2.2,-0.01,1.16,0.01,1.1,0.01,1.06,0.01,1.11,0.01,0.87,0.01,1.2,0.01,77.26,0.84,80.06,0.86,82.34,0.88,14.18,0.13,13.72,0.13,14.81,0.14,0.85,0.01,0.7,0.01,0.94,0.01,"10.16",0.13,"8.3",0.1,"12.9",0.15,6,"technology"
"1010","VFGCX","Victory NewBridge Large Cap Growth Fund Class C","Large Growth","Victory",18960000,16.28,0,2,2003-12-30,"Growth","Large","USD",2.1,1.06,2.76,97.24,0,0,0,0,"28.69",6.65,"4.5","19.85","75,828.68",0,23.94,15.7,0,2.64,22.95,0,0,0,4.51,30.25,NA,NA,0,0,0,0,0,0,0,0,0,2,16.28,15.67,2.04,2.12,16.28,15.67,7.77,10.71,12.23,15.35,9.04,11.26,13.17,15.94,-1.56,-2.09,23.82,27.67,-4.55,3.23,5.84,3.6,5.52,10,31.67,33.92,12.62,15.34,-6.85,-2.46,19.93,15.53,4,11,4,-2.56,0.01,-2.35,0,-3,-0.01,1.15,0.01,1.09,0.01,1.06,0.01,1.05,0.01,0.8,0.01,1.13,0.01,76.98,0.84,79.95,0.86,82.26,0.88,14.11,0.13,13.68,0.13,14.79,0.14,0.8,0.01,0.64,0.01,0.88,0.01,"9.5",0.13,"7.54",0.1,"12.04",0.15,6,"technology"
"1011","VFGIX","Victory NewBridge Large Cap Growth Fund Class I","Large Growth","Victory",18960000,16.76,0,2,2011-02-28,"Growth","Large","USD",0.95,1.06,2.76,97.24,0,0,0,0,"28.69",6.65,"4.5","19.85","75,828.68",0,23.94,15.7,0,2.64,22.95,0,0,0,4.51,30.25,NA,NA,0,0,0,0,0,0,0,0,0,3,16.76,15.67,2.28,2.12,16.76,15.67,9.18,10.71,13.6,15.35,10.33,11.26,14.43,15.94,-0.54,-2.09,25.36,27.67,-3.35,3.23,7.04,3.6,6.73,10,33.12,33.92,13.92,15.34,NA,-2.46,NA,NA,4,5,2,-1.34,0.01,-1.17,0,-1.88,-0.01,1.15,0.01,1.09,0.01,1.06,0.01,1.15,0.01,0.9,0.01,1.22,0.01,77.31,0.84,80.13,0.86,82.37,0.88,14.08,0.13,13.66,0.13,14.78,0.14,0.89,0.01,0.73,0.01,0.96,0.01,"10.69",0.13,"8.72",0.1,"13.23",0.15,6,"technology"
"1012","VFGRX","Victory NewBridge Large Cap Growth R","Large Growth","Victory",19430000,11.62,0,2,2003-12-30,"Growth","Large","USD",1.65,1.06,2.3,97.7,0,0,0,0,"24.93",6.13,"4","18.7","66,945.76",0,18.86,16.07,0,6.32,26.21,0,0,0,4.36,28.19,NA,NA,0,0,0,0,0,0,0,0,0,2,11.62,15.67,11.62,2.12,2.52,15.67,1.15,10.71,12.16,15.35,8.8,11.26,13.78,15.94,-1.38,-2.09,24.53,27.67,-4.1,3.23,6.27,3.6,6.02,10,32.15,33.92,13.1,15.34,-6.34,-2.46,20.41,15.53,4,11,4,-3.08,0.01,-2.72,0,-0.82,-0.01,1.15,0.01,1.11,0.01,1,0.01,1.05,0.01,0.79,0.01,1.18,0.01,77.29,0.84,78.06,0.86,79.7,0.88,14.62,0.13,14.11,0.13,15.02,0.14,0.78,0.01,0.62,0.01,0.91,0.01,"9.58",0.13,"7.3",0.1,"13.41",0.15,6,"technology"
"1013","VFGYX","Victory NewBridge Large Cap Growth Fund Class Y","Large Growth","Victory",18960000,16.76,0,2,2013-01-27,"Growth","Large","USD",1.02,1.06,2.76,97.24,0,0,0,0,"28.69",6.65,"4.5","19.85","75,828.68",0,23.94,15.7,0,2.64,22.95,0,0,0,4.51,30.25,NA,NA,0,0,0,0,0,0,0,0,0,3,16.76,15.67,2.22,2.12,16.76,15.67,8.97,10.71,13.47,15.35,10.24,11.26,14.31,15.94,-0.68,-2.09,25.29,27.67,-3.55,3.23,7,3.6,6.66,10,NA,33.92,NA,NA,NA,NA,NA,NA,4,3,2,-1.45,0.01,-1.26,0,-2,-0.01,1.15,0.01,1.09,0.01,1.06,0.01,1.14,0.01,0.89,0.01,1.21,0.01,77.02,0.84,79.95,0.86,82.26,0.88,14.11,0.13,13.68,0.13,14.8,0.14,0.88,0.01,0.72,0.01,0.95,0.01,"10.57",0.13,"8.63",0.1,"13.11",0.15,6,"technology"
"1014","VGORX","Voya Large-Cap Growth Fund Class R","Large Growth","Voya",1.1e+09,14.8,0,3,2014-05-29,"Growth","Large","USD",1.29,1.06,1.71,98.29,0,0,0,0,"18.21",5.52,"2.81","14.65","92,132.72",0,15.71,6.88,1.28,6.84,14.87,0,1.99,0.64,17.7,34.1,NA,NA,0,0,0,0,0,0,0,0,0,3,14.8,15.67,2.22,2.12,14.8,15.67,11.19,10.71,14.89,15.35,12.34,11.26,16.6,15.94,-1.98,-2.09,28.84,27.67,3.21,3.23,5.75,3.6,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,0.94,0.01,1.11,0,0.59,-0.01,1.03,0.01,1.03,0.01,1.01,0.01,1.22,0.01,1.03,0.01,1.36,0.01,90.05,0.84,92.02,0.86,91.65,0.88,11.69,0.13,11.98,0.13,13.33,0.14,1.14,0.01,0.97,0.01,1.19,0.01,"13.18",0.13,"11.24",0.1,"16.06",0.15,9,"technology"
"1015","VGOSX","Voya Large-Cap Growth Fund Class R6","Large Growth","Voya",1.1e+09,14.93,0.42,3,2015-06-01,"Growth","Large","USD",0.57,1.06,1.71,98.29,0,0,0,0,"18.21",5.52,"2.81","14.65","92,132.72",0,15.71,6.88,1.28,6.84,14.87,0,1.99,0.64,17.7,34.1,NA,NA,0,0,0,0,0,0,0,0,0,3,14.93,15.67,2.23,2.12,14.93,15.67,11.9,10.71,15.65,15.35,13,11.26,17.24,15.94,-1.3,-2.09,29.7,27.67,3.9,3.23,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1.6,0.01,1.69,0,1.13,-0.01,1.03,0.01,1.03,0.01,1.01,0.01,1.28,0.01,1.08,0.01,1.41,0.01,89.99,0.84,92.04,0.86,91.65,0.88,11.69,0.13,12,0.13,13.34,0.14,1.2,0.01,1.02,0.01,1.23,0.01,"13.91",0.13,"11.86",0.1,"16.68",0.15,9,"technology"
"1016","VHCAX","Vanguard Capital Opportunity Fund Admiral Shares","Large Growth","Vanguard",1.693e+10,12.57,0.76,4,2001-11-11,"Growth","Large","USD",0.36,1.06,2.89,97.11,0,0,0,0,"13.6",2.94,"1.77","9.99","40,114.47",0,9.79,8.08,0,0.03,32.21,0,0.02,1.06,17.49,31.31,NA,NA,0,0,0,0,0,0,0,0,0,4,12.57,15.67,-0.94,2.12,12.57,15.67,6.57,10.71,16.99,15.35,12.44,11.26,17.38,15.94,-3.69,-2.09,29.18,27.67,10.65,3.23,2.67,3.6,18.95,10,42.8,33.92,18.43,15.34,-6.11,-2.46,11.12,15.53,5,13,4,0.59,0.01,0.35,0,-0.52,-0.01,1.24,0.01,1.14,0.01,1.14,0.01,1.4,0.01,1.06,0.01,1.45,0.01,84.21,0.84,82.22,0.86,86.01,0.88,14.54,0.13,14.01,0.13,15.67,0.14,1.07,0.01,0.85,0.01,1.08,0.01,"12.62",0.13,"10.24",0.1,"14.78",0.15,8,"healthcare"
"1017","VHCOX","Vanguard Capital Opportunity Fund Investor Shares","Large Growth","Vanguard",1.693e+10,12.54,0.67,3,1995-08-13,"Growth","Large","USD",0.43,1.06,2.89,97.11,0,0,0,0,"13.6",2.94,"1.77","9.99","40,114.47",0,9.79,8.08,0,0.03,32.21,0,0.02,1.06,17.49,31.31,NA,NA,0,0,0,0,0,0,0,0,0,4,12.54,15.67,-0.95,2.12,12.54,15.67,6.49,10.71,16.91,15.35,12.36,11.26,17.29,15.94,-3.75,-2.09,29.1,27.67,10.56,3.23,2.59,3.6,18.88,10,42.69,33.92,18.37,15.34,-6.18,-2.46,11.06,15.53,5,17,6,0.53,0.01,0.29,0,-0.59,-0.01,1.24,0.01,1.14,0.01,1.14,0.01,1.4,0.01,1.06,0.01,1.44,0.01,84.16,0.84,82.21,0.86,85.99,0.88,14.54,0.13,14.01,0.13,15.67,0.14,1.06,0.01,0.85,0.01,1.07,0.01,"12.56",0.13,"10.18",0.1,"14.72",0.15,8,"healthcare"
"1018","VHIAX","JPMorgan Growth Advantage Fund Class A","Large Growth","JPMorgan",9.06e+09,17.92,0,4,1999-10-28,"Growth","Large","USD",1.14,1.06,1.53,98.47,0,0,0,0,"23.33",5.18,"2.87","15.15","58,281.36",0.7,18.34,14.14,0.95,0,13.3,0,0,1.45,14.91,36.21,NA,NA,0,0,0,0,0,0,0,0,0,4,17.92,15.67,1.71,2.12,17.92,15.67,11.9,10.71,18.27,15.35,13.47,11.26,17.93,15.94,-1.63,-2.09,35.19,27.67,1.07,3.23,8.54,3.6,9.54,10,44.36,33.92,15.88,15.34,-1.72,-2.46,21.11,15.53,4,13,6,2.45,0.01,1.25,0,0.19,-0.01,1.17,0.01,1.14,0.01,1.13,0.01,1.49,0.01,1.14,0.01,1.48,0.01,83.55,0.84,81.96,0.86,85.42,0.88,13.78,0.13,14.09,0.13,15.49,0.14,1.2,0.01,0.92,0.01,1.12,0.01,"14.49",0.13,"11.12",0.1,"15.5",0.15,8,"technology"
"1019","VIGAX","Vanguard Growth Index Fund Admiral Shares","Large Growth","Vanguard",8.578e+10,16.88,1.17,4,2000-11-12,"Growth","Large","USD",0.05,1.06,0.41,99.48,0,0.11,0,0,"22.95",5.33,"3.46","13.8","115,721.34",2.05,17.96,8.43,3.92,4.33,10.85,0.05,2.97,2.49,10.2,36.74,NA,NA,0,0,0,0,0,0,0,0,0,4,16.88,15.67,3.16,2.12,16.88,15.67,11.66,10.71,15.16,15.35,12.28,11.26,16.82,15.94,-3.34,-2.09,27.8,27.67,6.12,3.23,3.3,3.6,13.63,10,32.4,33.92,17.01,15.34,1.87,-2.46,17.12,15.53,3,14,4,0.68,0.01,0.59,0,0.26,-0.01,1.08,0.01,1.08,0.01,1.04,0.01,1.24,0.01,1.03,0.01,1.38,0.01,90.41,0.84,93.38,0.86,94.45,0.88,12.18,0.13,12.5,0.13,13.61,0.14,1.12,0.01,0.93,0.01,1.18,0.01,"12.86",0.13,"10.64",0.1,"15.71",0.15,11,"technology"
"1020","VIGIX","Vanguard Growth Index Fund Institutional Shares","Large Growth","Vanguard",8.578e+10,16.9,1.18,4,1998-05-13,"Growth","Large","USD",0.04,1.06,0.41,99.48,0,0.11,0,0,"22.95",5.33,"3.46","13.8","115,721.34",2.05,17.96,8.43,3.92,4.33,10.85,0.05,2.97,2.49,10.2,36.74,NA,NA,0,0,0,0,0,0,0,0,0,4,16.9,15.67,3.16,2.12,16.9,15.67,11.67,10.71,15.17,15.35,12.29,11.26,16.85,15.94,-3.33,-2.09,27.81,27.67,6.13,3.23,3.33,3.6,13.62,10,32.41,33.92,17.04,15.34,1.89,-2.46,17.17,15.53,3,15,5,0.68,0.01,0.6,0,0.28,-0.01,1.08,0.01,1.08,0.01,1.04,0.01,1.25,0.01,1.04,0.01,1.38,0.01,90.39,0.84,93.36,0.86,94.44,0.88,12.19,0.13,12.5,0.13,13.61,0.14,1.12,0.01,0.93,0.01,1.18,0.01,"12.86",0.13,"10.65",0.1,"15.73",0.15,11,"technology"
"1021","VIGRX","Vanguard Growth Index Fund Investor Shares","Large Growth","Vanguard",8.578e+10,16.86,1.05,4,1992-11-01,"Growth","Large","USD",0.17,1.06,0.41,99.48,0,0.11,0,0,"22.95",5.33,"3.46","13.8","115,721.34",2.05,17.96,8.43,3.92,4.33,10.85,0.05,2.97,2.49,10.2,36.74,NA,NA,0,0,0,0,0,0,0,0,0,3,16.86,15.67,3.15,2.12,16.86,15.67,11.54,10.71,15.02,15.35,12.14,11.26,16.67,15.94,-3.46,-2.09,27.65,27.67,5.99,3.23,3.17,3.6,13.47,10,32.16,33.92,16.89,15.34,1.71,-2.46,16.96,15.53,3,21,5,0.55,0.01,0.46,0,0.13,-0.01,1.08,0.01,1.08,0.01,1.04,0.01,1.23,0.01,1.02,0.01,1.37,0.01,90.4,0.84,93.36,0.86,94.46,0.88,12.19,0.13,12.5,0.13,13.61,0.14,1.11,0.01,0.92,0.01,1.17,0.01,"12.73",0.13,"10.5",0.1,"15.56",0.15,11,"technology"
"1022","VLCGX","VALIC Company I Large Capital Growth Fund","Large Growth","VALIC",490460000,17.63,0.57,3,2004-12-19,"Growth","Large","USD",0.75,1.06,0.14,99.86,0,0,0,0,"21.11",5.14,"3.4","14.19","86,489.98",5.06,14.38,13.91,0,7.69,12.26,0,2.56,0.11,13.88,30.15,NA,NA,0,0,0,0,0,0,0,0,0,3,17.63,15.67,3.52,2.12,17.63,15.67,16.27,10.71,16.06,15.35,12.31,11.26,14.75,15.94,0.71,-2.09,28.55,27.67,6.15,3.23,-0.01,3.6,11.45,10,31.56,33.92,12.43,15.34,-6.12,-2.46,15.49,15.53,2,11,3,2.61,0.01,1.33,0,-1.15,-0.01,0.97,0.01,1,0.01,1.02,0.01,1.3,0.01,1.03,0.01,1.23,0.01,89.19,0.84,91.92,0.86,91.55,0.88,11.09,0.13,11.68,0.13,13.47,0.14,1.29,0.01,0.99,0.01,1.06,0.01,"15.18",0.13,"11.52",0.1,"14.09",0.15,9,"technology"
"1023","VLLIX","Value Line Larger Companies Focused Fund Institutional Class","Large Growth","Value Line",312340000,19.91,0,5,2015-10-29,"Growth","Large","USD",0.9,1.06,0.96,99.04,0,0,0,0,"25.8",5.13,"4.91","14.91","57,439.08",0,21.83,10.81,0,2.87,27.87,0,0,2.21,0,34.41,NA,NA,0,0,0,0,0,0,0,0,0,5,19.91,15.67,2.42,2.12,19.91,15.67,15.37,10.71,20.15,15.35,14.67,11.26,15.98,15.94,1.55,-2.09,33.96,27.67,0.4,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,3.98,0.01,2.24,0,-0.04,-0.01,1.2,0.01,1.16,0.01,1.02,0.01,1.65,0.01,1.24,0.01,1.33,0.01,65.66,0.84,72.68,0.86,79.71,0.88,15.97,0.13,15.28,0.13,14.55,0.14,1.16,0.01,0.92,0.01,1.07,0.01,"15.67",0.13,"11.92",0.1,"15.18",0.15,6,"technology"
"1024","VMGAX","Vanguard Mega Cap Growth Index Fund Institutional Shares","Large Growth","Vanguard",4.1e+09,16.37,0.84,4,2008-04-02,"Growth","Large","USD",0.06,1.06,0.29,99.71,0,0,0,0,"22.23",5.92,"3.56","13.59","180,130.95",1.82,19.25,8.56,2.78,5.59,10.09,0,3.33,1.86,8.33,38.38,NA,NA,0,0,0,0,0,0,0,0,0,4,16.37,15.67,3.37,2.12,16.37,15.67,11.76,10.71,15.78,15.35,12.88,11.26,16.89,15.94,-2.85,-2.09,29.49,27.67,6.42,3.23,3.72,3.6,13.67,10,32.48,33.92,17.25,15.34,3.07,-2.46,14.69,15.53,3,9,1,1.33,0.01,1.12,0,0.52,-0.01,1.07,0.01,1.08,0.01,1.03,0.01,1.29,0.01,1.08,0.01,1.38,0.01,88.87,0.84,92.6,0.86,93.78,0.88,12.18,0.13,12.56,0.13,13.47,0.14,1.16,0.01,0.97,0.01,1.2,0.01,"13.54",0.13,"11.18",0.1,"16",0.15,10,"technology"
"1025","VMRAX","Vanguard Morgan Growth Fund Admiral Shares","Large Growth","Vanguard",1.056e+10,17.4,0.7,4,2001-05-13,"Growth","Large","USD",0.27,1.06,3.32,96.56,0.12,0,0,0,"21.51",6.16,"3.33","17.06","89,390.13",0.84,21.86,12.87,0.98,4.44,13.63,0.05,0.53,0.37,7.85,36.57,NA,NA,0,0,0,0,0,0,0,0,0,4,17.4,15.67,1.94,2.12,17.4,15.67,12.05,10.71,16.52,15.35,12.81,11.26,16.84,15.94,-1.55,-2.09,29.99,27.67,3.35,3.23,6.86,3.6,11.13,10,34.92,33.92,15.25,15.34,-2.42,-2.46,18.9,15.53,3,13,4,1.41,0.01,1.02,0,-0.21,-0.01,1.12,0.01,1.09,0.01,1.08,0.01,1.35,0.01,1.08,0.01,1.39,0.01,88.91,0.84,90.63,0.86,91.95,0.88,12.79,0.13,12.77,0.13,14.3,0.14,1.16,0.01,0.95,0.01,1.13,0.01,"13.57",0.13,"11.06",0.1,"15.17",0.15,11,"technology"
"1026","VPMAX","Vanguard PRIMECAP Fund Admiral Shares","Large Growth","Vanguard",6.399e+10,10.78,1.16,4,2001-11-11,"Blend","Large","USD",0.31,1.06,2.48,97.52,0,0,0,0,"12.97",3.1,"1.95","10.77","77,191.41",0.79,8.35,9.11,0.01,0.05,26.64,0,0.24,0.92,19.16,34.73,NA,NA,0,0,0,0,0,0,0,0,0,4,10.78,15.67,-1.25,2.12,10.78,15.67,6.9,10.71,16.71,15.35,12.6,11.26,17.09,15.94,-1.94,-2.09,29.6,27.67,10.72,3.23,2.64,3.6,18.83,10,39.86,33.92,15.38,15.34,-1.77,-2.46,12.99,15.53,3,13,4,1.5,0.01,1.01,0,0.63,-0.01,1.13,0.01,1.07,0.01,1.03,0.01,1.36,0.01,1.06,0.01,1.4,0.01,88.73,0.84,89.93,0.86,92.42,0.88,12.86,0.13,12.58,0.13,13.64,0.14,1.17,0.01,0.95,0.01,1.2,0.01,"13.65",0.13,"11.06",0.1,"16.1",0.15,10,"technology"
"1027","VPMCX","Vanguard PRIMECAP Fund Investor Shares","Large Growth","Vanguard",6.399e+10,10.76,1.07,4,1984-10-31,"Blend","Large","USD",0.38,1.06,2.48,97.52,0,0,0,0,"12.97",3.1,"1.95","10.77","77,191.41",0.79,8.35,9.11,0.01,0.05,26.64,0,0.24,0.92,19.16,34.73,NA,NA,0,0,0,0,0,0,0,0,0,4,10.76,15.67,-1.26,2.12,10.76,15.67,6.82,10.71,16.63,15.35,12.52,11.26,17,15.94,-2.01,-2.09,29.51,27.67,10.63,3.23,2.58,3.6,18.72,10,39.73,33.92,15.27,15.34,-1.84,-2.46,12.89,15.53,3,27,7,1.43,0.01,0.94,0,0.55,-0.01,1.13,0.01,1.07,0.01,1.03,0.01,1.36,0.01,1.05,0.01,1.39,0.01,88.74,0.84,89.95,0.86,92.42,0.88,12.86,0.13,12.58,0.13,13.64,0.14,1.16,0.01,0.94,0.01,1.19,0.01,"13.58",0.13,"10.98",0.1,"16.01",0.15,10,"technology"
"1028","VRLCX","Voya Large Cap Growth Portfolio Class R6","Large Growth","Voya",5.67e+09,14.96,0.6,3,2015-11-23,"Growth","Large","USD",0.67,1.06,1.43,98.57,0,0,0,0,"18.22",5.52,"2.81","14.67","91,994.53",0,15.66,6.87,1.28,6.81,14.83,0,1.98,0.64,17.65,34.28,NA,NA,0,0,0,0,0,0,0,0,0,3,14.96,15.67,2.25,2.12,14.96,15.67,11.64,10.71,15.75,15.35,12.99,11.26,16.84,15.94,-1.53,-2.09,29.8,27.67,3.95,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1.69,0.01,1.66,0,0.47,-0.01,1.03,0.01,1.03,0.01,1.03,0.01,1.28,0.01,1.08,0.01,1.38,0.01,89.71,0.84,91.77,0.86,92.41,0.88,11.71,0.13,12.04,0.13,13.59,0.14,1.2,0.01,1.01,0.01,1.19,0.01,"14",0.13,"11.82",0.1,"15.93",0.15,9,"technology"
